epoch,acc,loss,val_acc,val_loss
0,0.394875,1.6563631679534911,0.4371,1.5488566806793214
1,0.541275,1.3008287643432617,0.5596,1.23552426738739
2,0.59865,1.147251561164856,0.6153,1.0768983200073243
3,0.63285,1.0553426131248473,0.6354,1.0361824647903441
4,0.653075,0.9936023622512817,0.6238,1.0685262546539307
5,0.67225,0.937630447769165,0.6905,0.8659232433319092
6,0.6885,0.8956241630554199,0.6547,0.9807471012115478
7,0.700525,0.8643527004241943,0.7101,0.8290736295700073
8,0.716525,0.8245901714324951,0.7177,0.8064860799789428
9,0.721075,0.8072218906402588,0.7388,0.7562578090667724
10,0.7288,0.7841487470626831,0.7331,0.7867741073608399
11,0.73745,0.7599928516387939,0.7636,0.6898131168365479
12,0.7438,0.7454559573173523,0.7392,0.7569797567367553
13,0.74725,0.7325519731521607,0.7545,0.710260222530365
14,0.7575,0.7112103387832641,0.7647,0.679561226272583
15,0.762325,0.7028899807929992,0.7598,0.6912703483581543
16,0.76515,0.6904983212471009,0.7666,0.684106258392334
17,0.769475,0.6746054129600525,0.7777,0.6390066531181335
18,0.77175,0.666661599779129,0.7472,0.7562002685546875
19,0.777425,0.6554194976806641,0.7684,0.6824873268127442
20,0.77875,0.6493914998054504,0.7795,0.6436872138977051
21,0.783525,0.6311698143005371,0.7715,0.6590750088691711
22,0.785725,0.6290444527626038,0.7892,0.6143273836135864
23,0.786,0.6224038091659546,0.7574,0.7097156545162201
24,0.789825,0.6160719132423401,0.7891,0.6211165767669677
25,0.791125,0.6126826712608338,0.7814,0.6389872003555298
26,0.79605,0.6014203016281128,0.7806,0.6455941774368286
27,0.797225,0.5946691849708557,0.7832,0.6340157690048218
28,0.798925,0.5897820883750916,0.7833,0.6387402780532837
29,0.803125,0.5783903566360473,0.7979,0.5938832408905029
30,0.80195,0.578483346748352,0.8041,0.5790162145614624
31,0.80435,0.574616414642334,0.7848,0.6246718957901001
32,0.806275,0.5732842891693115,0.8049,0.5652817695617676
33,0.80725,0.5686734813690185,0.8041,0.5735386603355408
34,0.8089,0.5637461603164673,0.8002,0.6006999296188354
35,0.811575,0.5490150612831116,0.7889,0.616442168521881
36,0.814975,0.5505879389762879,0.8089,0.5536179206848144
37,0.8118,0.5497326559066772,0.8164,0.5425867517471313
38,0.816525,0.5409996600151062,0.8072,0.5748878066062927
39,0.813525,0.5421109851837158,0.8112,0.561926349067688
40,0.817925,0.5342366209030152,0.7984,0.5940634876251221
41,0.815825,0.535398275756836,0.8134,0.5530591290473938
42,0.8198,0.5253021555900573,0.8008,0.5882142713546753
43,0.823425,0.5198143507957459,0.8132,0.5646429148674011
44,0.820725,0.5249445662021637,0.7882,0.6291122399806977
45,0.824925,0.5185074672698975,0.8016,0.5709341073989869
46,0.822875,0.513163787651062,0.8036,0.5871416885375976
47,0.825675,0.5135343341827393,0.806,0.5906713004112244
48,0.826775,0.5098576156616211,0.8159,0.5533441551208496
49,0.829,0.5050596342563629,0.8118,0.5461368299484253
50,0.829425,0.5056497809410095,0.8098,0.5715099866867065
51,0.829175,0.5022550821781159,0.808,0.5669390897750854
52,0.8283,0.5034580795764924,0.8155,0.5508881410598755
53,0.833175,0.4933033926010132,0.8114,0.5510179566383362
54,0.8292,0.5020791093826293,0.8077,0.5732639621734619
55,0.8339,0.4916111550331116,0.8182,0.535842631483078
56,0.83485,0.4842269130706787,0.8083,0.565743609046936
57,0.8338,0.48299401130676267,0.8055,0.5759143751144409
58,0.835075,0.48774205179214475,0.8227,0.5283403902053833
59,0.8368,0.48186730327606203,0.8129,0.5672278729438782
60,0.83485,0.4827711723327637,0.8131,0.5489204862594604
61,0.834375,0.4851164042472839,0.816,0.5457829355239868
62,0.8372,0.47987692613601685,0.8249,0.5215777647018432
63,0.837825,0.47877198581695557,0.8142,0.5501589707374572
64,0.8376,0.4767485457420349,0.8139,0.5596488834381104
65,0.837825,0.47624091606140134,0.8201,0.5322326991081238
66,0.839275,0.4722671070575714,0.8141,0.5523331878662109
67,0.8386,0.4739384279251099,0.8171,0.5422854224205017
68,0.838675,0.47674267401695253,0.8159,0.5418935079097748
69,0.8411,0.46899959363937377,0.824,0.5260989304542542
70,0.842875,0.4634163084030151,0.8238,0.5223147933006287
71,0.84235,0.4646737236022949,0.8104,0.5633157021522522
72,0.841925,0.46453596053123475,0.8209,0.5242999381065369
73,0.841475,0.4657433101177216,0.8198,0.5348593759536743
74,0.842325,0.4608471446037293,0.8241,0.5321651637077331
75,0.844275,0.4546404175758362,0.8165,0.533512958240509
76,0.842275,0.4617192524909973,0.8224,0.5277663890838623
77,0.8454,0.45719880924224854,0.8202,0.5388803897857666
78,0.84435,0.45706922760009766,0.8153,0.554790154838562
79,0.847775,0.4514920162200928,0.8189,0.5343883094787598
80,0.844275,0.45502495050430297,0.823,0.5318503073692322
81,0.843425,0.45637326407432555,0.8206,0.5388363969802856
82,0.8461,0.4496889553070068,0.8237,0.5253257036209107
